tweet,index,truncated,Language,username
"RT @nftfredd: 🎉NFT GIVEAWAY🎉

Prize🎁: 1x Meta Pizza NFT

To Enter:
✅Follow Me &amp; 
@MetaPizzaNFT

✅Like &amp; RT
✅Tag 3 friends 

⏰24H

#NFT #NFT…",156,False,en,LuckyGG24
"NFT whale monitoring by @MetaApesClub
The Art of Seasons #10770 bought for Ξ0.19 ($646.19) By mrsffh.eth From 0x2bd… https://t.co/B8qCDZ0p5M",157,True,en,JeffSwinburne
"RT @KumaverseNFT: 🐻Kumaverse x ApexWolves🐺

1⃣ Follow @KumaverseNFT &amp; @0xAWNFT
2⃣ Like &amp; RT
3⃣ Tag 3 friends

#kumaverse #NFT #NFTs #whitel…",158,False,en,tesshowdieshell
"RT @BruceJust2: @cryptotrader85 @abdallashommo20 $KNDX
    https://t.co/7QY7TvIsaF",159,False,en,BruceJust2
"RT @ShiborgToken: ➡️APRIL 1st!😎🦾
#PRESALE &amp; #LAUNCH #SHIBORGINU 

#ETHEREUM #ETH 

#SHIBORG #Bitcoin #Binance #BNB #BSC #BTC #dogecoin #dog…",160,False,en,bigwinsoon22
TELEPAD is a multi blockchain model surpot initial Dex for the users who have tele coin.#DeFi #TeleFy #DEX… https://t.co/qnYAtHrTD1,161,True,en,Princebenniz
"@WannaBeCoffee 🏎 Crypto Kart Racing 🏎
🏁Real Play-2-Earn
🏁 Fully 3D karts
🏁 Multiplayer tournaments - PVP or PVE… https://t.co/f8MtPEXtru",162,True,en,drjackjackj2
"RT @NFTRareGems: 🎁 #Giveaway with 0xOpensea 🎁

Prizes:
🏆 $50 in #ETH or #Solana
🏆 5x Whitelist Spots

To Enter:
1⃣Follow @0x0pensea
2⃣Join…",163,False,en,Zonala777
"RT @CryptoGorillaYT: 🎉 Giving away 3 WL spots for @nanoverseHQ phase 2 🎉 

To qualify:

- Follow @nanoverseHQ &amp; @CryptoGorillaYT 
- Like &amp;…",164,False,en,hollie_manuel
"RT @ReefFishesNFT: 🐻 gloomz x  Reef  🐻
 
No hate. No judgement. Just Gloomz.

🏆 Prize: 3 WL spots  and  50 invite link for @gloomzNFT

1️⃣…",165,False,en,mace0762548
@DarkWorldArts https://t.co/9pLt2NkKma,166,False,und,NFTSynasthesia
"RT @DiamondFightin1: 😀😀😀@DiamondFightin1😀😀😀
Have you ever heard of the Gold hunt Game?
This diamond game is built on the same system.

Buye…",167,False,en,Ashithaprincess
マルチチェーンのNFTのインフラ「Hokusai」が3DCGバーチャルシンガー・te'resaのNFTプロジェクト「P.O.M*（PIECE OF MODE*）」に対し技術支援を実施 - PR TIMES https://t.co/Kg8bSQeh8w #NFT,168,False,ja,nft_blockchain
"RT @CryptoGorillaYT: 🎉 Giving away 3 WL spots for @nanoverseHQ phase 2 🎉 

To qualify:

- Follow @nanoverseHQ &amp; @CryptoGorillaYT 
- Like &amp;…",169,False,en,SarahLe89859574
"RT @Nafwyd: Only a few pieces are left of the“MetaREVERSED” collection a physically fractionalised AR NFT sculpture.

Follow: @artbyamrita…",170,False,en,WiNnEr_Ako143
"LOVELY CONTENT🔥
Promote it on our IG 5Million+ networks
Direct Message Us❤️
https://t.co/1l5GfBptrw",171,False,en,Navpreet3183587
@duckienft i love this project. hopefully this project will improve our future. i pray that this project can improv… https://t.co/DWqE7nLGcZ,172,True,en,ShakilR20
"@MartiniGuyYT SHIBA WILL LIST ON ROBINHOOD APRIL 2022
ROLL 1000x GO TO $0.01
BUY &amp; HODL
#SHIB #shiba #SHIBARMY… https://t.co/duZtjaDAQe",173,True,en,bambangsutoyo_
"RT @DogelonMarsNFTs: Hello Martians &amp; Frens should we do a collab? If yes…

👇🏻Tag a project, artist, or NFT https://t.co/iKjZEmUkiI",174,False,en,NPolychromes
@OasisNetworkNFT @RimSwap This is a great project and also the reward is great. Thanks for shared this wonderful op… https://t.co/LHHtmjE58l,175,True,en,jackwilliam122
"RT @TheCybertarClub: ⚠️Alert⚠️
🚨All DMs are scams, stay safe!
💁‍♂️We have not issued token so there is no contract!
🖼️We are an #NFT projec…",176,False,en,DexMilad
"RT @ABGAasia: 🔥#ABGA start-up member EVERMOON NFT #GIVEAWAY
🔥value: $2000 BUSD+ABGA FANS CARD( have chance to get #ABGA total 3 projects to…",177,False,en,JesminA88317428
"RT @softee_nft: 🍦MINTING IS LIVE 🍦 

Public mint is live! 
https://t.co/41M6gGTX2f 
Price 0.03 ETH
Donations to child obesity
Donations to…",178,False,en,helL0nanaa
"I am claiming my free Lightning sats from @_bitcoiner's zesty faucet! ⚡

@boltcoiner unlock me c8d2ce29-c228-4698-a… https://t.co/Y1XBjdO1Pt",179,True,en,isvanm
RT @TondoXXII: @DinodawgKingdom just launched #staking and it’s time to make some noise! #stake to get your #3D dinos and full body avatars…,180,False,en,lubomirletko
Good project.Thanks for shearing this amazing project.I am so glad to be part of this.,181,False,en,TanvirH42987883
"RT @PencariRezeki10: The easiest way to invest in crypto:

🔥 Audited by Arcadia
🔥 No Impermanent Loss
🔥 No Staking &amp; Unstaking Fee
🔥 No Min…",182,False,en,marsoswerte
"🌏🤝
 @IVScreenprintin @icywinxclub21 @xJaySmilex @flmmcc @BiaancaBentley_ @kimmason34 @kiwimusic422 @MsSiMoNeLoVe… https://t.co/0zQ1P29pRJ",183,True,und,BrenoCruzdesou1
"RT @NFTNURI: 🔥#NFTGiveaway🔥

Another fantastic GIVEAWAY tomorrow morning, this one? Turn on the bell 🔔🔔 and RT if you like.   👀👀👀 

120$ 💵…",184,False,en,ceramisturk
"RT @gnrcrypto: ⚠️#minting Live!⚠️
Claim your special Pre-Sale Price💸&amp; mint your Rare NFT now.
Use this link https://t.co/c3Jz1Dlw0C 
-
@Bop…",185,False,en,escappism
"RT @zaeNFT: 🚨 NEXT BIG PROJECT 🚨

Found this project @Moondusa , spoke to the owner and your not gonna wanna miss out! 🚀

🔸WHITE PAPER RELE…",186,False,en,grouwnawin
"RT @tomboy_nft: We are opening up 3 NFT Giveaways + $150 Reward through the Invite contest on our discord, join in and participate to win!!…",187,False,en,aproshes
"RT @Giovanni_montee: 🎁 #NFTGiveaway 🤩
To celebrate OWN's #NFT Sneakpeek, they are giving away :
🔥1 NFT
🎊5 WL

TO ENTER ⬇️
1️⃣ Follow @OWNcr…",188,False,en,fsunfllwrs__
"RT @MythallarNFT: Meet Kay, from the Land of Albion where the Human race originated. 

A new Hero has arrived to assist in the Restoration…",189,False,en,InvsibleAlex
"RT @nftfredd: 🎉NFT GIVEAWAY🎉

Prize🎁: 1x Meta Pizza NFT

To Enter:
✅Follow Me &amp; 
@MetaPizzaNFT

✅Like &amp; RT
✅Tag 3 friends 

⏰24H

#NFT #NFT…",190,False,en,javaddsoo
"RT @CryptoGorillaYT: 🎉 Giving away 3 WL spots for @nanoverseHQ phase 2 🎉 

To qualify:

- Follow @nanoverseHQ &amp; @CryptoGorillaYT 
- Like &amp;…",191,False,en,CritKate
"Good project 🚀🚀🚀🚀
@reza4495 
@Seyedreza4495 
@AmirMadadiyan 
#SANTOS  #UKT  #nft",192,False,en,FeelyTanes
"RT @BruceJust2: @nftbuyer20 @IkhwanSaid1 $KNDX
    https://t.co/7QY7TvIsaF",193,False,en,BruceJust2
RT @LegendsCallsBsc: BINGO-3 Alice instant we added 6.60  Instant around 8,194,False,en,twedynain
"@coperir @aantonop Welcome to #GoCryptoMe,The #decentralized solution to #crowdfunding using #crypto. We are here t… https://t.co/H2N9i0DtxK",195,True,en,Kibeee777
"RT @DoyoungPromotes: $30 • 420K • 5 HRS 🪐

- RT + RT &amp; Like qouted tweet below",196,False,en,wanqinwin99
@Shayan_samurai Coow NFT is a series of 10000 cow pfp generated by an artistic algorithm.… https://t.co/DXzPaIntz4,197,True,en,ElvisSilas5
"RT @xxxmourn: 3 random like and rt will get 50$

selling source code for:
- NFT Bots
- Sneaker Bots
- Retail Bots

price will not be lower…",198,False,en,houllutoalet
"RT @storyteller_nft: Bladerunner

***NFT Giveaways*** 

1️⃣ Follow me 
2️⃣ Like 
3️⃣ Retweet 
4️⃣ Drop your wallet! 

 #NFTGiveaway #nft #N…",199,False,en,BumbesMarius
"@KoriCrypto5 This how team Delivers!
@MicroPetsBSC announce Listing on BitGlobal Exchange! 🔥

🗓Deposit: 11 am on Ap… https://t.co/yBRrcd3hYx",200,True,en,JhonjhonMendoz6
"RT @necuritynft: Me and 
@MusicBearAwards

 are giving away 10 WL Spots ☑️

To enter:

✅ Follow 
@MusicBearAwards

✅❤️ &amp; RT + Tag 3 friends…",201,False,en,789RINDUWIN
"RT @AirdropStario: 💧 HorsX Exchange Airdrop 💧

🏆 Task:          ➕  Up to $40 worth of HorsX

👨‍👩‍👧 Referral:   ➕  $20 worth of HorsX

🔛 Air…",202,False,en,chaparala71
"RT @PlayCryptoBallZ: Crypto Ball Z on WEMIX is the #blockchain game.
You can obtain Herostone through the gameplay and can exchange in HERC…",203,False,en,MdSohel12640642
RT @VentiSwap_: Next week we will be launching VentiHeadz (80’s Edition). There will only be 5000 VentiHeadz to be minted with 3 rare ones…,204,False,en,Anice_villix
"RT @ShiborgToken: ➡️APRIL 1st!😎🦾
#PRESALE &amp; #LAUNCH #SHIBORGINU 

#ETHEREUM #ETH 

#SHIBORG #Bitcoin #Binance #BNB #BSC #BTC #dogecoin #dog…",205,False,en,ljencityx
"Hey @pooty_rooty, Congrats! You've been selected for a private role in @glyphicnfts's exclusive community of NFT in… https://t.co/MJHf7Yow63",206,True,en,Georgin33671418
"@RyryyyNFT The most exclusive NFT Launch in history is about to take off 🚀🌕
@MicroPetsBSC announced partnership
wit… https://t.co/2wxHjNFflw",207,True,en,Angelica072020
"RT @unchartedUNC: ⛵️ 5000 Uncharted NFT GIVEAWAY ⚡ 🚀

🦄 Each NFT worth $100!
🤩 5,000 Random Winners!

🏆 Join Uncharted Mystery Box sales on…",208,False,en,ainaotatnhacday
"RT @nyokiclub: Nyoki Club ㊙️ X TheLilFrens 💖

We are giving away five (5) Whitelist Spots from @TheLilFrens.

To enter:
1) Like &amp; RT
2) Fol…",209,False,en,Forssellrwayli
"RT @cehlos: $100 || 1,400.000 || 24 hours

-RT &amp; follow  @CryptoSaintsNFT

- Join Crypto Saints discord: https://t.co/Xl8g0bzZXy

 (Verify…",210,False,en,jwooxei
"RT @BruceJust2: @drop__nft @IkhwanSaid1 $KNDX
    https://t.co/7QY7TvIsaF",211,False,en,BruceJust2
"RT @vulture_peak: 🚨 Partnership Announcement 🚨

Vulture Peak is delighted to announce that it has partnered with @BabylonsNFT 🤝 

The colla…",212,False,en,Azahraa04
"RT @TheApeList_: 🎉 3 WL GIVEAWAY 🎉

Mindblowon known as @tahilalats is an up-coming project that has collaborated with big brands and artis…",213,False,en,EduardoPoovey
"RT @Companions_NFT: 🤝 COMPANION NFT BREAKDOWN 🤝

Want to know more about the @Companions_NFT?

Check out this thread 🧵💚 https://t.co/9QhPyC…",214,False,en,khanhlinh82vn
"RT @0xAlxn: 🎉 Partnered with @themafiosoCom to give away x2 Genesis WL NFT for their upcoming game. 🤝

🎁 x2 Genesis WL

TO ENTER:👇🏽
1️⃣ Fol…",215,False,en,lkwsnow_
"Hey @unitedforlife86, Congrats! 🐐

You've been randomly selected as the winner for @EARNFT_NETWORK pre-sale/whiteli… https://t.co/Xk3tKYBNav",216,True,en,Nelida06249525
@_theartofcrypto 🫤my prediction came wrong😥 no never I think we are making right shoulder 🤔 but surely we will crash 😊die Bitcoin die.,217,False,en,Lahorib33644486
"RT @loungeloversnft: 💗ATTENTION LOVERS💗

MINT will take place TOMORROW so we are giving away 1 NFT to someone in the chat in the next 4 Hou…",218,False,en,Daogdaog18
@nprussell Hey nprussell.eth | Llamaverse Artist! Are you looking for a new DOODLES? 🥷🏻Check out this NFT collectio… https://t.co/jaPCmD6yDU,219,True,en,Shanice86646549
#DeFi #TeleFy #DEX #cryptocurrency #Ethereum #BinanceSmartChain #Bitcoin #Airdrop #polkadot #MATIC #Polygon $TELE… https://t.co/0ij0lJ12W0,220,True,en,Ajmirak27027066
"RT @DoyoungPromotes: $100 • 1,4 JT • 24 HRS ❣️❤️‍🔥

- RT &amp; Follow @RKropachek 
- Vote on the qouted tweet below",221,False,en,niningbigwinwin
"RT @TheLottoNFT: 🦸‍♀️ HUGE #Giveaway 🦸

We’re Giving Away: 
$100 $ETH 🤯
1 TLN #NFT to 1 winner 🦹
Plus 20 WL Spots 🙌

To Enter:
1️⃣ Follow…",222,False,en,septembernyelem
"RT @NCglobal: NC x HAKI Whitelist Giveaway 🎉

We’ve partnered with @HakiNFT to bring 5x whitelists to giveaway to our Twitter family! 

Wan…",223,False,en,kcW85522311
"Hey @cryptoluko, Congrats! 🐐

You've been randomly selected as the winner for @EARNFT_NETWORK pre-sale/whitelist sp… https://t.co/L9jLCE8gXX",224,True,en,Raelene14028174
"RT @TiarCrypto: $50 in 6 HOURS

- RT
- RT &amp; Like + Tag 3 friends on quoted tweet👇",225,False,en,0xJaehyunwife
@PytheasCrypto Hi Pytheas! Looking for a new DOODLES? 🥷🏻Take a look at this NFT @junitynft Funded by whales! Get ea… https://t.co/i3YUXDsT5U,226,True,en,Tyler38057481
"@Hotbit_news @safewalletoffic ┈┄┅═✾•••✾═┅┄┈
　　( ㅎ_ㅎ)　
　┌/つ/￣￣￣/ 
￣￣＼/＿＿＿/￣￣
#spacepi 
🚀🚀🚀🚀🚀🚀🚀   
🚀 ❤️🚀 ❤️🚀 ❤️🚀
🤩🤩🤩🥰… https://t.co/3e8IxyCCAn",227,True,ja,MatinLor
"@KinginBlack8 @gafaExperience @elonmusk @BattleworldGame @BattleDronesNFT Thank me later ⚡🇺🇸✅ 👇👇👇👇👇
https://t.co/BIioJE1bv5
NFT",228,False,en,AndersonArnol15
"RT @BadApeNFT: Congratulation @EngkuLiyana ! AVA BadApe 2001 is yours! 

BIG THANKS to @KonfederasiMY @khairulamirin7 @KalkulusKill @Marv3y…",229,False,en,zubir_zolkipli
"#DuckieLand, an #NFT #P2E game on blockchain is running a massive #airdrop campaign. Join this #giveaway ! $MMETA… https://t.co/jwpFA1jvPN",230,True,en,airdropbal
"RT @softee_nft: 🍦MINTING IS LIVE 🍦 

Public mint is live! 
https://t.co/41M6gGTX2f 
Price 0.03 ETH
Donations to child obesity
Donations to…",231,False,en,llnrwnxx_
"RT @BruceJust2: @Cryptofam3 @IkhwanSaid1 $KNDX
    https://t.co/7QY7TvIsaF",232,False,en,BruceJust2
"RT @solgiveawayz: 🎉🎁 $SOL GIVEAWAY 🎁🎉

💎 1x #Solana (worth +$125)

🟣 Like and RT
🟣 Follow @SolanaBigBoss and @MetaLionsIO
🟣 Tag 3 friends!…",233,False,en,dkwinzz
"This is an excellent effort with a lot of potential. The team's dedication and ingenuity, combined with exceptional… https://t.co/wp1oGTrS31",234,True,en,cutputr49855362
"RT @MetaRarityNFT: 🎁 #Giveaway with Star Frens 🎁

Prizes:
🏆 $50 #ETH #Solana
🏆 5x Whitelist Spots

To Enter:
1⃣Follow @FrensStar &amp; @MetaRar…",235,False,en,Aliandosev
@streiven_3000 Hey ST®3IV3N 👽! Are you looking for a new HAPEBEAST? 🥷🏻Watch this NFT collection @junitynft Whales c… https://t.co/WZI7wtM5xg,236,True,en,Rosina76389608
RT @ToInfinity101: Excited to start Blockchain Secrets Investor Group and Marketing Solutions. Give us a follow on Twitter: @BlockSecrets21…,237,False,en,xxBakuretsuxx
"RT @CryptoGorillaYT: 🎉 Giving away 3 WL spots for @nanoverseHQ phase 2 🎉 

To qualify:

- Follow @nanoverseHQ &amp; @CryptoGorillaYT 
- Like &amp;…",238,False,en,GinetteDigest
"Hey @ShoeyNFT, Congrats! 🐐

You've been randomly selected as the winner for @EARNFT_NETWORK pre-sale/whitelist spot… https://t.co/vawzWKHCpt",239,True,en,Myriam13495526
"Friday Sales are On🔥Innit💯
Only at @siriahglobal

.
💈Store Open at 🫴
https://opensea.

-💼0.075 $eth
-❤️ and RT 🔂
-T… https://t.co/WLIwRk16p9",240,True,en,siriahglobal
"RT @jenniproms: 🎁 #NFTGiveaway 🎁
To celebrate OWN's NFT Sneakpeek, giving away
🔥 1 NFT
🎊 5 WL

TO ENTER ⬇️
1️⃣ Follow @OWNcryptoverse
2️⃣ L…",241,False,en,anakmaniez7
"RT @cryptobri_: 🤩@kai_ECO 

🔥 Unique blend of #DeFi &amp; #GameFi

✨Play Kai Legends &amp; MORE #P2E games
✨#NFTs &amp; in-game characters
✨#Stake $kai…",242,False,en,09MyAries
RT @JaxAos: #NFTCommunity @ApesofSpace_nft is here to take over @MiamiNFTweek! We are going to raise the heat with our #PlayToEarn #NFT gam…,243,False,en,chocodog16
"Follow us for more.. @cryptoworldhead 
Difference Between Libra &amp; Bitcoin |Zebpay - Crypto World Headline - Crypto… https://t.co/IsjpYC8UBT",244,True,en,cryptoworldhead
"RT @PatPromoterNFT: 🎁 NFT+ETH #GIVEAWAY! 🎁

Prizes:
🏆 1X NFT
🏆 .015 $ETH (50$)

Must:
1️⃣ Follow ME With🔔 
2️⃣ Like &amp; RT
3️⃣ Tag 1 Friend (…",245,False,en,djc0717
"RT @unFederalreser1: The ReserveLending+ landing page is finally out of Alpha testing and now live! What does this mean? ⚓️

Any RIA or ins…",246,False,en,kawsar570
"RT @walking_ape: 🤝 @AzukiOfficial Giveaway✅️

👨‍🦰1x  #Azuki worth 23E

1️⃣ Follow @BoredWhitelist
2️⃣ Retweet &amp; Like this post
3️⃣ Tag A Fr…",247,False,en,SimonMoonBoys
"RT @MetaRarityNFT: 🎁 #Giveaway with Hoblyns 🎁

Prizes:
🏆 $50 #ETH #Solana
🏆 10x Whitelist Spots

To Enter:
1⃣Follow @HoblynNFT &amp; @MetaRarit…",248,False,en,tmiote
@cz_binance #Kiba making big moves. #MEME #KIBA #CRYPTO #KIBA,249,False,en,Abubaka71805875
"RT @koolk123456: 🎁GIVEAWAY!🎁

📅Mint: 1st April - @SamuraiWarriorz

Prizes: 
🏆1 SOL ($120)
🏆1X NFT
🏆1X SOLHUB DISCORD INVITE

Must: 
1⃣Follo…",250,False,en,WayneH54503263
"RT @DigiFinex: Trading Token: $BSHINJA @Shib_nobi 
Trading Time: Mar 31st 18:00 (GMT+8) 
#crypto #NFT #BSHINJA #BNB #bitcoin #shiba #SHIBAR…",251,False,en,CryptoWarrior__
"A very circular mandala with boho style, autumn leaves that inspire this great season of the year.

@opensea #NFT M… https://t.co/olMMfQZM0f",252,True,en,motodecuir
"RT @Alphawolf_1_: $100 | 1,4 JT • 24 Hours 🔮 

RT &amp; Follow @RKropachek ($50) 

Vote on below tweet ⬇️ (Extra +$50) &gt; Post proof",253,False,en,Suspen_5Kali
"@WarSindia 💎BucksBunny💎

$BBNY launches today March 31, 8pm utc! 📢🚨 

The Presale ends 04-01-22 8pm utc.✅

More upc… https://t.co/PVqHcq7yUI",254,True,en,alfadiamond_1
"RT @ThreeFoldComics: 1 DAY LEFT! Don’t Miss Out

🚀Launch
1st April WL 9am PST / Public Sale 4PM

📗Forge a Physical Copy of The World’s Firs…",255,False,en,Baekyolu
RT @DalandanChua: 😭 Waah!! I won 2 NFT giveaways!! Thank you so much @OTTEZnft @OttezRaft for this opportunity!🦦❤️If you haven't joined the…,256,False,en,TaterSack22xX
"RT @CryptoGorillaYT: 🎉 Giving away 3 WL spots for @nanoverseHQ phase 2 🎉 

To qualify:

- Follow @nanoverseHQ &amp; @CryptoGorillaYT 
- Like &amp;…",257,False,en,FionnKenji
#digitalmarketing #affiliates #affiliateprogram #affiliated #dogecoin #bitcoin #affiliate  #digitalmarketing #gift… https://t.co/K0zRhO5NMp,258,True,und,bmurphypointman
